time,signal,
1.039547881,-0.331582156,160
1.040657324,-0.347890317,160
1.041766766,-0.372767075,160
1.042876209,-0.484044468,160
1.043985652,-0.595321861,160
1.045095095,-0.576123526,160
1.046204538,-0.46492312,160
1.04731398,-0.363813533,160
1.048423423,-0.374620433,160
1.049532866,-0.385427332,160
1.050642309,-0.396648447,160
1.051751751,-0.40817081,160
1.052861194,-0.418543894,160
1.053970637,-0.414780747,160
1.05508008,-0.411017601,160
1.056189523,-0.365124186,160
1.057298965,-0.287632981,160
1.058408408,-0.22143947,160
1.059517851,-0.31090306,160
1.060627294,-0.400366649,160
1.061736736,-0.442994633,160
1.062846179,-0.449403054,160
1.063955622,-0.45259815,160
1.065065065,-0.405584711,160
1.066174508,-0.358571272,160
1.06728395,-0.342194533,160
1.068393393,-0.35024441,160
1.069502836,-0.358751184,160
1.070612279,-0.375482084,160
1.071721721,-0.392212984,160
1.072831164,-0.400690322,160
1.073940607,-0.402383907,160
1.07505005,-0.404318629,160
1.076159493,-0.411357433,160
1.077268935,-0.418396237,160
1.078378378,-0.37725694,160
1.079487821,-0.295300003,160
1.080597264,-0.218573659,160
1.081706706,-0.275753032,160
1.082816149,-0.332932406,160
1.083925592,-0.347480912,160
1.085035035,-0.324802463,160
1.086144477,-0.302909423,160
1.08725392,-0.306345965,160
1.088363363,-0.309782507,160
1.089472806,-0.302177777,160
1.090582249,-0.284635885,160
1.091691691,-0.267786237,160
1.092801134,-0.280934608,160
1.093910577,-0.29408298,160
1.09502002,-0.284938833,160
1.096129462,-0.255117577,160
1.097238905,-0.226096559,160
1.098348348,-0.249491445,160
1.099457791,-0.272886331,160
1.100567234,-0.282356659,160
1.101676676,-0.278516732,160
1.102786119,-0.274229994,160
1.103895562,-0.210960202,160
1.105005005,-0.14769041,160
1.106114447,-0.144416227,160
1.10722389,-0.200242363,160
1.108333333,-0.256068498,160
