X,Y,Frequency
0.0,0.0,3
0.001666944490748458,0.04188952299489414,3
0.003333888981496916,0.08374688293742515,3
0.005000833472245374,0.1255399475186693,3
0.006667777962993832,0.16723664588634182,3
0.00833472245374229,0.2088049992975477,3
0.010001666944490749,0.2502131516809323,3
0.011668611435239206,0.29142940007817264,3
0.013335555925987664,0.3324222249348664,3
0.015002500416736122,0.37316032021102646,3
0.01666944490748458,0.41361262328156573,3
0.01833638939823304,0.45374834459736463,3
0.020003333888981498,0.49353699707774934,3
0.021670278379729953,0.5329484252054746,3
0.023337222870478413,0.5719528337955988,3
0.02500416736122687,0.6105208164099597,3
0.026671111851975328,0.648623383389308,3
0.028338056342723787,0.6862319894755385,3
0.030005000833472243,0.7233185609968553,3
0.0316719453242207,0.759855522589144,3
0.03333888981496916,0.7958158234272833,3
0.03500583430571762,0.8311729629406023,3
0.03667277879646608,0.8659010159872141,3
0.038339723287214536,0.8999746574624732,3
0.040006667777962995,0.9333691863173774,3
0.04167361226871145,0.9660605489633078,3
0.04334055675945991,0.9980253620401106,3
0.045007501250208366,1.0292409345251479,3
0.046674445740956826,1.0596852891616033,3
0.048341390231705285,1.0893371831849916,3
0.05000833472245374,1.1181761283275167,3
0.051675279213202197,1.146182410080638,3
0.053342223703950656,1.1733371061969322,3
0.055009168194699115,1.1996221044130948,3
0.056676112685447574,1.225020119376684,3
0.05834305717619603,1.2495147087600063,3
0.060010001666944486,1.273090288545337,3
0.061676946157692945,1.2957321474664951,3
0.0633438906484414,1.3174264605926105,3
0.06501083513918986,1.3381603020407855,3
0.06667777962993832,1.3579216568051968,3
0.06834472412068678,1.3766994316910663,3
0.07001166861143523,1.394483465342806,3
0.0716786131021837,1.4112645373565385,3
0.07334555759293215,1.4270343764681,3
0.07501250208368061,1.4417856678085417,3
0.07667944657442907,1.4555120592200645,3
0.07834639106517753,1.468208166626255,3
0.08001333555592599,1.4798695784514178,3
0.08168028004667444,1.4904928590847393,3
0.0833472245374229,1.500075551385963,3
0.08501416902817135,1.5086161782301972,3
0.08668111351891981,1.516114243090428,3
0.08834805800966827,1.5225702296572596,3
0.09001500250041673,1.5279856004963515,3
0.09168194699116519,1.5323627947449714,3
0.09334889148191365,1.5357052248500365,3
0.09501583597266211,1.5380172723509524,3
0.09668278046341057,1.5393042827115087,3
0.09834972495415902,1.5395725592060248,3
0.10001666944490747,1.5388293558658732,3
0.10168361393565593,1.5370828694934362,3
0.10335055842640439,1.534342230751467,3
0.10501750291715285,1.530617494336745,3
0.10668444740790131,1.5259196282478154,3
0.10835139189864977,1.5202605021574915,3
0.11001833638939823,1.513652874901692,3
0.11168528088014669,1.5061103810970495,3
0.11335222537089515,1.4976475169005863,3
0.11501916986164361,1.4882796249256014,3
0.11668611435239205,1.4780228783287488,3
0.11835305884314051,1.4668942640840927,3
0.12002000333388897,1.4549115654607445,3
0.12168694782463743,1.4420933437214538,3
0.12335389231538589,1.4284589190603074,3
0.12502083680613435,1.4140283507984348,3
0.1266877812968828,1.3988224168573518,3
0.12835472578763127,1.3828625925302824,3
0.13002167027837971,1.3661710285725,3
0.1316886147691282,1.3487705286323903,3
0.13335555925987663,1.3306845260455993,3
0.1350225037506251,1.3119370600152402,3
0.13668944824137355,1.2925527512017654,3
0.13835639273212202,1.2725567767466577,3
0.14002333722287047,1.2519748447546923,3
0.14169028171361894,1.2308331682600104,3
0.1433572262043674,1.209158438701797,3
0.14502417069511583,1.1869777989358066,3
0.1466911151858643,1.1643188158084545,3
0.14835805967661275,1.1412094523206198,3
0.15002500416736123,1.1176780394087023,3
0.15169194865810967,1.0937532473708664,3
0.15335889314885814,1.06946405696674,3
0.1550258376396066,1.044839730219168,3
0.15669278213035506,1.0199097809469087,3
0.1583597266211035,0.9947039450574285,3
0.16002667111185198,0.9692521506291802,3
0.16169361560260043,0.94358448781297,3
0.16336056009334887,0.9177311785821745,3
0.16502750458409735,0.891722546361747,3
0.1666944490748458,0.8655889855660401,3
0.16836139356559426,0.8393609310755803,3
0.1700283380563427,0.8130688276829865,3
0.17169528254709118,0.7867430995382458,3
0.17336222703783963,0.7604141196235732,3
0.1750291715285881,0.7341121792880326,3
0.17669611601933655,0.7078674578720615,3
0.178363060510085,0.6817099924519221,3
0.18003000500083347,0.6556696477340127,3
0.1816969494915819,0.6297760861288016,3
0.18336389398233038,0.6040587380339746,3
0.18503083847307883,0.5785467723561879,3
0.1866977829638273,0.5532690673005611,3
0.18836472745457575,0.5282541814568125,3
0.19003167194532422,0.5035303252106001,3
0.19169861643607267,0.4791253325083594,3
0.19336556092682114,0.45506663300353417,3
0.19503250541756958,0.431381224611753,3
0.19669944990831803,0.40809564650207675,3
0.1983663943990665,0.38523595255102416,3
0.20003333888981495,0.36282768528561904,3
0.20170028338056342,0.3408958503412155,3
0.20336722787131187,0.3194648914593604,3
0.20503417236206034,0.2985586660504016,3
0.20670111685280879,0.2782004213450071,3
0.20836806134355726,0.25841277115816597,3
0.2100350058343057,0.23921767328864607,3
0.21170195032505418,0.2206364075762438,3
0.21336889481580262,0.20268955463852567,3
0.21503583930655107,0.1853969753080732,3
0.21670278379729954,0.16877779079056,3
0.218369728288048,0.15285036356328008,3
0.22003667277879646,0.13763227903300046,3
0.2217036172695449,0.1231403279712765,3
0.22337056176029338,0.10939048974458676,3
0.22503750625104182,0.0963979163558707,3
0.2267044507417903,0.08417691731323496,3
0.22837139523253874,0.07274094534079412,3
0.23003833972328722,0.06210258294576254,3
0.23170528421403566,0.052273529855079603,3
0.2333722287047841,0.043264591333984526,3
0.23503917319553258,0.03508566739808894,3
0.23670611768628103,0.027745742929608963,3
0.2383730621770295,0.02125287870752468,3
0.24004000666777794,0.01561420336053887,3
0.24170695115852642,0.010835906250781124,3
0.24337389564927486,0.006923231295297705,3
0.24504084014002334,0.003880471731429802,3
0.24670778463077178,0.001710965831257738,3
0.24837472912152025,0.0004170935693440514,3
0.2500416736122687,2.7424707016443506e-07,3
0.25170861810301715,0.0004609650759166417,3
0.2533755625937656,0.001798660721082701,3
0.2550425070845141,0.004011893805902056,3
0.25670945157526254,0.007098236376551714,3
0.258376396066011,0.011054302325608,3
0.26004334055675943,0.015875750772054387,3
0.26171028504750793,0.02155729039440002,3
0.2633772295382564,0.028092684712624938,3
0.2650441740290048,0.035474758313734145,3
0.26671111851975327,0.04369540401476357,3
0.2683780630105017,0.05274559095615905,3
0.2700450075012502,0.06261537361753211,3
0.27171195199199866,0.073293901746872,3
0.2733788964827471,0.08476943119341274,3
0.27504584097349555,0.09702933563343563,3
0.27671278546424405,0.1100601191774222,3
0.2783797299549925,0.12384742984609698,3
0.28004667444574094,0.13837607390203766,3
0.2817136189364894,0.15363003102268857,3
0.2833805634272379,0.16959247029977387,3
0.28504750791798633,0.18624576704930473,3
0.2867144524087348,0.20357152041555548,3
0.2883813968994832,0.22155057175161463,3
0.29004834139023167,0.24016302375833243,3
0.29171528588098017,0.25938826036276086,3
0.2933822303717286,0.2792049673164151,3
0.29504917486247706,0.2995911534930207,3
0.2967161193532255,0.32052417286466817,3
0.298383063843974,0.34198074713466486,3
0.30005000833472245,0.3639369890047095,3
0.3017169528254709,0.3863684260533832,3
0.30338389731621934,0.4092500252023583,3
0.3050508418069678,0.4325562177461264,3
0.3067177862977163,0.45626092492052067,3
0.30838473078846473,0.48033758398472803,3
0.3100516752792132,0.50475917479104,3
0.3117186197699616,0.5294982468160367,3
0.3133855642607101,0.5545269466265149,3
0.31505250875145857,0.5798170457529723,3
0.316719453242207,0.6053399689431253,3
0.31838639773295546,0.6310668227674876,3
0.32005334222370396,0.6569684245487621,3
0.3217202867144524,0.6830153315864105,3
0.32338723120520085,0.7091778706475359,3
0.3250541756959493,0.7354261676948901,3
0.32672112018669774,0.7617301778226231,3
0.32838806467744625,0.7880597153701818,3
0.3300550091681947,0.8143844841845542,3
0.33172195365894314,0.8406741080009683,3
0.3333888981496916,0.866898160911962,3
0.3350558426404401,0.8930261978947323,3
0.33672278713118853,0.9190277853665327,3
0.338389731621937,0.9448725317379422,3
0.3400566761126854,0.9705301179337438,3
0.34172362060343386,0.9959703278512637,3
0.34339056509418237,1.0211630787260195,3
0.3450575095849308,1.0460784513746448,3
0.34672445407567926,1.0706867202851962,3
0.3483913985664277,1.094958383525038,3
0.3500583430571762,1.118864192436759,3
0.35172528754792465,1.1423751810927032,3
0.3533922320386731,1.1654626954790137,3
0.35505917652942154,1.1880984223802735,3
0.35672612102017,1.210254417936198,3
0.3583930655109185,1.2319031358420933,3
0.36006001000166693,1.2530174551651954,3
0.3617269544924154,1.2735707077493452,3
0.3633938989831638,1.2935367051808888,3
0.3650608434739123,1.312889765289098,3
0.36672778796466077,1.3316047381548923,3
0.3683947324554092,1.3496570316021064,3
0.37006167694615766,1.3670226361460702,3
0.37172862143690616,1.3836781493747914,3
0.3733955659276546,1.3996007997386004,3
0.37506251041840305,1.4147684697247065,3
0.3767294549091515,1.4291597183936888,3
0.37839639939989994,1.4427538032556233,3
0.38006334389064844,1.4555307014641468,3
0.3817302883813969,1.467471130307477,3
0.38339723287214533,1.478556566976065,3
0.3850641773628938,1.488769267587299,3
0.3867311218536423,1.498092285448378,3
0.3883980663443907,1.506509488539269,3
0.39006501083513917,1.5140055761983795,3
0.3917319553258876,1.5205660949944153,3
0.39339889981663606,1.5261774537686477,3
0.39506584430738456,1.53082693783267,3
0.396732788798133,1.5345027223075391,3
0.39839973328888145,1.5371938845910416,3
0.4000666777796299,1.5388904159406964,3
0.4017336222703784,1.539583232160967,3
0.40340056676112684,1.539264183384045,3
0.4050675112518753,1.5379260629344633,3
0.40673445574262374,1.5355626152686925,3
0.40840140023337224,1.532168542981796,3
0.4100683447241207,1.5277395128741356,3
0.4117352892148691,1.522272161072044,3
0.41340223370561757,1.5157640971973172,3
0.415069178196366,1.508213907581322,3
0.4167361226871145,1.4996211575204432,3
0.41840306717786296,1.4899863925705608,3
0.4200700116686114,1.4793111388791715,3
0.42173695615935985,1.4675979025547439,3
0.42340390065010836,1.4548501680738233,3
0.4250708451408568,1.441072395727371,3
0.42673778963160525,1.4262700181087515,3
0.4284047341223537,1.410449435646748,3
0.43007167861310214,1.3936180111879106,3
0.43173862310385064,1.375784063633488,3
0.4334055675945991,1.3569568606371267,3
0.43507251208534753,1.3371466103704461,3
0.436739456576096,1.3163644523645155,3
0.4384064010668445,1.2946224474361792,3
0.4400733455575929,1.2719335667090679,3
0.44174029004834137,1.2483116797400369,3
0.4434072345390898,1.2237715417626431,3
0.44507417902983826,1.1983287800601687,3
0.44674112352058676,1.1719998794815192,3
0.4484080680113352,1.1448021671142072,3
