X,Y
0.0,0.0
0.0005561116672227783,0.10005831341715725
0.0011122233344455566,0.1998660323260785
0.001668335001668335,0.2991731898286224
0.0022244466688911132,0.3977310726749971
0.0027805583361138917,0.4952928441622723
0.00333667000333667,0.5916141623331078
0.003892781670559448,0.6864537919264313
0.0044488933377822264,0.7795742085474415
0.005005005005005005,0.8707421935438054
0.0055611166722277835,0.9597294180981886
0.006117228339450561,1.0463130150742683
0.00667334000667334,1.130276137184054
0.007229451673896118,1.211408500078584
0.007785563341118896,1.2895069090018483
0.008341675008341674,1.3643757676889312
0.008897786675564453,1.435827568233852
0.009453898342787231,1.5036833607002313
0.01001001001001001,1.56777320129866
0.010566121677232788,1.6279365780083053
0.011122233344455567,1.684022812576801
0.011678345011678344,1.7358914378916155
0.012234456678901122,1.7834125497777762
0.0127905683461239,1.8264671323408783
0.01334668001334668,1.8649473560405647
0.013902791680569458,1.8987568477479513
0.014458903347792236,1.9278109321106487
0.015015015015015015,1.9520368436208797
0.015571126682237792,1.9713739088555757
0.01612723834946057,1.9857736984320329
0.01668335001668335,1.9952001482985555
0.017239461683906127,1.9996296500563209
0.017795573351128906,1.9990511100862502
0.018351685018351684,1.9934659773328074
0.018907796685574463,1.9828882396751397
0.01946390835279724,1.9673443888946498
0.02002002002002002,1.9468733543267367
0.0205761316872428,1.9215264053628724
0.021132243354465577,1.8913670230471995
0.021688355021688355,1.8564707410892318
0.022244466688911134,1.8169249566908399
0.02280057835613391,1.7728287116613017
0.023356690023356688,1.724292444368613
0.023912801690579466,1.6714377131482925
0.024468913357802245,1.6143968918623994
0.025025025025025023,1.5533128383712285
0.0255811366922478,1.488338536747996
0.02613724835947058,1.4196367141325779
0.02669336002669336,1.3473794331838913
0.027249471693916137,1.271747661151607
0.027805583361138916,1.1929308166464545
0.028361695028361694,1.1111262952442233
0.028917806695584473,1.0265389751115759
0.02947391836280725,0.939380703891829
0.03003003003003003,0.8498697681357856
0.03058614169725281,0.758230346606424
0.031142253364475583,0.6646919488266302
0.031698365031698365,0.5694888402761261
0.03225447669892114,0.47285945567717497
0.03281058836614392,0.3750458018384842
0.0333667000333667,0.2762928515528718
0.03392281170058948,0.17684793006667116
0.034478923367812254,0.07696009565745655
0.035035035035035036,-0.023120484128594947
0.03559114670225781,-0.12314315901746507
0.03614725836948059,-0.22285742375706688
0.03670337003670337,-0.32201354550378897
0.037259481703926144,-0.42036318927456884
0.037815593371148926,-0.5176600398980407
0.0383717050383717,-0.6136604189070964
0.03892781670559448,-0.7081238948278629
0.03948392837281726,-0.8008138853366286
0.04004004004004004,-0.8914982497766468
0.040596151707262815,-0.9799498705508309
0.0411522633744856,-1.065947221934298
0.04170837504170837,-1.149274924882131
0.042264486708931154,-1.2297242864428972
0.04282059837615393,-1.307093822426928
0.04337671004337671,-1.381189762020385
0.043932821710599486,-1.4518265330812767
0.04448893337782227,-1.518827226902043
0.04504504504504504,-1.5820240412746887
0.04560115671226782,-1.6412587007488417
0.0461572683794906,-1.696382853030179
0.046713380046713375,-1.7472584405264715
0.04726949171393616,-1.793758046110702
0.04782560338115893,-1.8357652122352985
0.048381715048381714,-1.87317473259828
0.04893782671560449,-1.9058929156308118
0.04949393838282727,-1.9338378191463113
0.050050050050050046,-1.956939455563385
0.05060616171727283,-1.9751399671886591
0.0511622733844956,-1.988393771120476
0.051718385051718385,-1.9966676734105766
0.05227449671894116,-1.9999409521978297
0.05283060838616394,-1.9982054096058177
0.05338672005338672,-1.9914653922742898
0.05394283172060949,-1.9797377804730707
0.054498943387832274,-1.963051945825684
0.05505505505505505,-1.9414496777485737
0.05561116672227783,-1.914985078790149
0.056167278389500606,-1.8837244291317896
0.05672339005672339,-1.8477460205901426
0.05727950172394616,-1.8071399605364784
0.057835613391168945,-1.7620079462241585
0.05839172505839172,-1.7124630100894296
0.0589478367256145,-1.6586292366634243
0.05950394839283728,-1.600641451804359
0.06006006006006006,-1.538644885028245
0.060616171727282835,-1.4727948057837965
0.06117228339450562,-1.4032561345824837
0.06172839506172839,-1.3302030299576448
0.06228450672895117,-1.2538184522871179
0.06284061839617394,-1.1742937055717853
0.06339673006339673,-1.0918279583176385
0.0639528417306195,-1.0066277447213288
0.06450895339784228,-0.9189064474084319
0.06506506506506506,-0.8288837630199501
0.06562117673228784,-0.736785151985442
0.06617728839951062,-0.6428412738608575
0.0667334000667334,-0.5472874096452087
0.06728951173395617,-0.4503628725229317
0.06784562340117896,-0.35231040850769085
0.06840173506840173,-0.2533755884887266
0.06895784673562451,-0.15380619320232
0.06951395840284728,-0.05385159266876419
0.07007007007007007,0.046237878351029695
0.07062618173729285,0.14621154731508335
